,pokemon1_type,pokemon2_type,pokemon3_type,vulnerability 
61884,14,17,11,10
61885,8,1,4,12
61886,9,12,1,13
61887,5,12,11,14
61888,11,17,11,3
61889,9,10,17,10
61890,2,8,17,0
61891,10,1,11,3
61892,6,2,17,0
61893,4,13,2,15
61894,13,17,7,10
61895,15,6,14,14
61896,7,11,8,8
61897,6,3,5,6
61898,6,14,16,5
61899,1,16,17,3
61900,10,11,16,11
61901,0,8,13,1
61902,0,2,14,1
61903,8,11,3,12
61904,14,5,9,10
61905,6,4,14,5
61906,17,17,5,0
61907,2,4,7,15
61908,1,1,5,3
61909,17,7,1,10
61910,16,2,11,5
61911,0,10,12,13
61912,1,0,7,3
61913,7,13,10,8
61914,4,3,5,15
61915,4,4,15,15
61916,15,15,6,11
61917,4,9,8,12
61918,6,6,0,6
61919,13,13,9,1
61920,17,0,9,10
61921,17,11,16,0
61922,8,8,5,17
61923,9,11,17,10
61924,4,5,6,15
61925,3,17,10,13
61926,7,9,13,10
61927,0,3,7,13
61928,7,0,16,1
61929,2,2,5,0
61930,1,0,9,3
61931,1,17,14,10
61932,8,7,5,17
61933,13,0,8,1
61934,8,1,9,12
61935,8,15,14,17
61936,17,16,6,13
61937,1,12,8,3
61938,12,3,6,13
61939,2,12,14,13
61940,6,0,16,6
61941,2,12,6,5
61942,15,0,12,14
61943,8,0,12,13
61944,15,5,17,0
61945,10,15,0,11
61946,1,0,0,1
61947,9,0,14,10
61948,3,15,16,0
61949,17,7,2,0
61950,1,10,15,11
61951,14,2,16,17
61952,5,7,6,10
61953,1,15,16,3
61954,1,16,2,16
61955,1,15,7,3
61956,7,14,10,10
61957,8,11,8,12
61958,12,0,9,13
61959,2,14,8,17
61960,17,8,17,0
61961,16,11,8,16
61962,13,10,14,1
61963,13,17,13,1
61964,13,2,13,5
61965,8,3,14,13
61966,2,2,17,0
61967,14,5,17,10
61968,17,6,8,13
61969,5,8,16,17
61970,3,13,17,13
61971,0,3,3,13
61972,16,1,9,7
61973,11,3,12,13
61974,16,2,6,5
61975,10,8,16,11
61976,15,14,8,17
61977,7,0,1,10
61978,2,10,12,11
61979,2,17,3,0
61980,7,1,16,8
61981,5,16,8,17
61982,3,17,1,13
61983,16,5,3,16
61984,13,6,6,5
61985,12,5,17,13
61986,5,12,16,0
61987,4,4,1,15
61988,16,8,14,17
61989,3,6,15,5
61990,6,0,1,6
61991,0,10,6,8
61992,1,5,3,2
61993,5,4,10,0
61994,1,15,6,11
61995,8,11,2,12
61996,4,1,7,15
61997,9,14,5,10
61998,8,13,15,17
61999,7,9,15,10
62000,5,12,2,0
62001,15,14,17,10
62002,2,10,15,11
62003,8,5,2,12
62004,15,12,4,0
62005,16,2,13,5
62006,16,7,11,8
62007,13,4,10,1
62008,15,3,16,0
62009,14,14,7,10
62010,8,15,1,12
62011,6,1,10,8
62012,13,14,14,1
62013,8,5,9,17
62014,1,6,6,5
62015,4,1,3,15
62016,9,9,16,16
62017,14,7,12,13
62018,11,16,0,14
62019,12,13,3,13
62020,4,12,13,16
62021,0,17,7,13
62022,10,12,9,4
62023,12,9,1,13
62024,1,0,7,3
62025,1,9,2,10
62026,7,14,11,10
62027,12,16,9,13
62028,7,2,0,15
62029,0,7,16,1
62030,14,16,4,16
62031,2,5,0,14
62032,11,6,17,5
62033,11,1,17,3
62034,12,2,4,15
62035,6,7,3,8
62036,0,15,8,14
62037,2,17,2,0
62038,0,10,8,1
62039,12,14,10,13
62040,14,10,15,11
62041,14,3,12,13
62042,6,11,7,5
62043,4,9,9,10
62044,15,14,15,14
62045,9,7,8,10
62046,11,12,14,13
62047,12,8,9,13
62048,16,7,7,10
62049,6,16,9,5
62050,10,14,7,8
62051,8,12,14,17
62052,8,10,2,12
62053,0,0,11,14
62054,12,12,7,13
62055,11,1,2,3
62056,6,0,17,13
62057,1,11,10,3
62058,9,16,5,16
62059,4,15,4,15
62060,2,14,8,17
62061,5,9,4,10
62062,17,14,5,10
62063,16,5,4,16
62064,11,2,16,5
62065,14,11,3,1
62066,0,0,6,13
62067,0,17,3,13
62068,0,17,7,13
62069,6,15,5,0
62070,15,14,4,14
62071,1,8,8,12
62072,2,11,0,14
62073,9,1,10,10
62074,10,0,10,11
62075,4,16,0,16
62076,6,4,5,6
62077,1,10,12,4
62078,12,3,13,13
62079,17,6,11,5
62080,5,14,3,10
62081,17,11,10,0
62082,4,10,11,16
62083,14,11,16,1
62084,2,9,15,0
62085,0,17,0,13
62086,2,1,14,2
62087,8,15,11,14
62088,9,9,12,10
62089,1,5,15,0
62090,8,2,16,12
62091,1,1,6,3
62092,11,7,0,14
62093,4,17,13,16
62094,5,3,16,0
62095,16,16,11,16
62096,15,10,0,11
62097,3,2,9,0
62098,10,14,10,4
62099,1,17,11,3
62100,2,4,8,12
62101,17,7,13,10
62102,13,13,4,1
62103,15,11,16,14
62104,12,13,17,13
62105,5,5,0,14
62106,5,8,11,14
62107,3,7,9,10
62108,9,3,9,10
62109,8,8,9,12
62110,11,11,7,3
62111,13,3,10,1
62112,17,17,14,10
62113,3,10,13,13
62114,16,0,2,16
62115,16,13,12,16
62116,6,5,10,8
62117,15,5,13,0
62118,16,7,11,8
62119,4,16,9,7
62120,9,2,5,10
62121,11,3,5,14
62122,9,0,9,10
62123,12,15,15,0
62124,11,15,7,14
62125,1,0,5,14
62126,7,13,15,15
62127,0,11,17,14
62128,10,5,8,17
62129,4,10,10,11
62130,12,9,8,13
62131,2,16,14,5
62132,13,11,17,5
62133,6,1,3,6
62134,17,1,16,13
62135,9,8,1,12
62136,7,15,13,15
62137,7,8,5,17
62138,5,16,0,14
62139,1,17,14,10
62140,6,16,5,6
62141,14,0,1,13
62142,9,3,10,10
62143,7,0,8,1
62144,12,16,15,4
62145,7,3,11,8
62146,0,2,7,15
62147,4,15,0,14
62148,9,15,11,14
62149,8,7,10,8
62150,10,15,0,11
62151,15,10,4,11
62152,9,11,13,5
62153,16,6,3,16
62154,17,13,15,0
62155,1,9,16,3
62156,1,2,4,15
62157,8,13,3,1
62158,6,15,13,5
62159,0,12,15,14
62160,9,5,10,10
62161,8,6,8,12
62162,17,8,12,13
62163,17,10,14,10
62164,6,3,9,5
62165,13,11,16,5
62166,13,13,10,1
62167,0,11,4,14
62168,8,2,9,12
62169,4,5,12,16
62170,0,8,2,12
62171,17,15,9,0
62172,0,15,7,14
62173,2,10,2,11
62174,6,3,2,5
62175,13,17,6,5
62176,15,10,17,0
62177,15,9,13,0
62178,1,6,17,0
62179,5,5,3,0
62180,0,9,14,1
62181,7,12,17,13
62182,15,13,1,2
62183,10,2,14,11
62184,2,11,17,0
62185,17,13,12,13
62186,3,2,14,13
62187,2,16,12,0
62188,14,8,4,17
62189,5,13,17,0
62190,11,12,12,13
62191,5,12,2,0
62192,5,11,8,14
62193,5,13,11,5
62194,12,10,16,4
62195,13,9,11,5
62196,2,16,5,0
62197,0,1,3,13
62198,6,0,3,13
62199,5,10,0,14
62200,11,4,3,5
62201,9,9,10,10
62202,4,2,15,15
62203,17,13,8,0
62204,5,9,5,10
62205,3,0,7,13
62206,16,2,10,11
62207,5,1,14,10
62208,16,17,5,0
62209,10,16,3,4
62210,5,1,12,14
62211,1,10,5,3
62212,9,7,14,10
62213,11,3,13,5
62214,3,2,9,0
62215,9,15,2,0
62216,6,4,7,8
62217,15,17,5,0
62218,9,10,17,10
62219,2,9,7,15
62220,13,3,5,1
62221,6,7,4,8
62222,2,3,10,11
62223,14,0,15,1
62224,6,3,17,13
62225,13,11,0,1
62226,11,5,9,14
62227,3,13,12,13
62228,2,10,13,5
62229,2,0,0,1
62230,5,0,14,10
62231,13,8,11,5
62232,9,4,3,15
62233,2,5,7,0
62234,0,16,0,1
62235,1,4,7,15
62236,16,17,9,10
62237,13,4,2,5
62238,6,10,4,8
62239,0,0,5,14
62240,17,14,8,13
62241,10,5,4,11
62242,15,0,14,14
62243,2,10,6,5
62244,4,6,11,5
62245,10,3,16,4
62246,13,6,10,5
62247,0,0,1,13
62248,6,8,8,12
62249,9,8,6,12
62250,8,16,14,17
62251,1,16,14,2
62252,15,3,17,0
62253,5,17,5,0
62254,2,14,8,17
62255,16,8,3,16
62256,11,5,6,14
62257,3,13,2,5
62258,17,17,8,0
62259,1,12,11,3
62260,0,6,4,13
62261,5,6,11,14
62262,13,14,0,1
62263,2,1,17,0
62264,5,9,12,10
62265,3,4,9,13
62266,6,14,5,10
62267,13,11,14,1
62268,5,14,3,10
62269,17,9,16,0
62270,5,1,1,3
62271,6,4,4,15
62272,7,11,15,14
62273,8,6,15,12
62274,12,12,11,4
62275,2,16,17,0
62276,14,12,0,13
62277,8,6,14,17
62278,4,16,17,16
62279,1,3,13,2
62280,16,12,4,16
62281,6,10,17,8
62282,12,17,13,13
62283,4,4,10,16
62284,10,17,14,10
62285,1,3,10,2
62286,16,13,1,2
62287,17,6,8,13
62288,15,17,5,0
62289,17,3,0,13
62290,12,15,5,0
62291,16,2,9,7
62292,5,1,4,14
62293,0,17,5,13
62294,5,17,6,10
62295,17,4,9,10
62296,14,2,11,5
62297,2,9,5,0
62298,7,6,12,8
62299,4,5,14,10
62300,12,9,8,13
62301,11,3,9,5
62302,0,7,14,1
62303,6,8,6,5
62304,6,14,13,5
62305,2,1,9,12
62306,17,14,16,13
62307,12,16,7,13
62308,16,7,15,15
62309,8,14,14,17
62310,5,5,1,10
62311,4,7,13,15
62312,4,2,9,15
62313,15,0,17,13
62314,11,9,13,5
62315,2,6,15,5
62316,12,4,6,13
62317,10,5,12,4
62318,12,8,2,12
62319,1,5,5,0
62320,17,1,3,13
62321,3,8,2,12
62322,15,10,9,11
62323,10,2,4,11
62324,12,4,0,13
62325,0,8,6,13
62326,8,16,4,16
62327,3,14,14,13
62328,4,12,4,16
62329,8,15,5,17
62330,16,12,4,16
62331,12,2,13,5
62332,17,1,2,0
62333,2,3,8,12
62334,13,4,6,5
62335,16,5,7,10
62336,1,15,15,0
62337,10,2,9,11
62338,13,5,11,14
62339,10,17,2,0
62340,0,11,17,14
62341,4,13,3,15
62342,10,4,6,8
62343,13,13,4,1
62344,5,5,0,14
62345,11,4,9,3
62346,1,1,2,3
62347,10,12,4,4
62348,15,4,3,0
62349,0,1,12,13
62350,5,15,12,0
62351,7,3,4,15
62352,13,13,10,1
62353,13,12,14,1
62354,5,4,11,14
62355,17,4,7,15
62356,11,9,11,3
62357,9,10,4,11
62358,3,2,9,0
62359,4,16,8,16
62360,0,6,5,14
62361,1,9,6,10
62362,6,15,5,0
62363,1,4,14,2
62364,10,0,11,14
62365,0,2,17,0
62366,7,8,15,8
62367,11,6,2,5
62368,7,12,6,8
62369,13,3,17,13
62370,2,13,17,0
62371,8,0,3,13
62372,5,2,4,0
62373,2,13,5,0
62374,12,5,4,13
62375,4,14,3,13
62376,10,16,5,11
62377,3,12,16,13
62378,4,5,16,16
62379,15,17,2,0
62380,3,8,15,12
62381,11,0,0,14
62382,10,14,1,2
62383,15,15,2,0
62384,10,6,5,8
62385,2,13,6,5
62386,2,12,9,0
62387,9,8,7,10
62388,4,4,13,15
62389,5,15,3,0
62390,8,7,16,17
62391,13,14,2,5
62392,9,3,0,13
62393,5,6,2,5
62394,0,13,2,5
62395,2,2,14,5
62396,4,7,7,15
62397,15,15,7,0
62398,13,8,1,2
62399,12,17,13,13
62400,0,11,15,14
62401,2,5,17,0
62402,1,2,17,0
62403,13,16,11,5
62404,2,3,12,13
62405,9,6,8,5
62406,4,2,8,12
62407,11,3,13,5
62408,16,8,12,16
62409,9,10,9,10
62410,4,4,15,15
62411,15,11,14,14
62412,3,6,16,13
62413,0,9,15,14
62414,10,9,13,11
62415,6,15,11,5
62416,11,5,1,3
62417,7,7,12,10
62418,10,11,9,11
62419,17,5,11,0
62420,15,7,7,10
62421,2,9,14,10
62422,4,12,2,15
62423,4,11,0,14
62424,16,5,13,16
62425,3,3,1,13
62426,14,15,17,0
62427,3,3,1,13
62428,13,17,14,1
62429,6,9,6,5
62430,17,10,17,0
62431,0,11,0,14
62432,13,6,12,5
62433,6,12,1,6
62434,17,4,15,0
62435,17,9,4,10
62436,15,14,17,10
62437,17,10,10,11
62438,2,2,13,5
62439,6,5,17,0
62440,6,16,13,5
62441,13,1,5,2
62442,1,3,16,2
62443,13,13,8,1
62444,2,16,14,5
62445,5,8,0,14
62446,15,11,4,14
62447,7,2,7,15
62448,9,1,17,10
62449,11,13,9,5
62450,5,13,5,0
62451,2,11,5,0
62452,16,14,10,16
62453,1,6,13,5
62454,7,14,8,17
62455,0,15,15,14
62456,3,8,5,17
62457,0,17,16,13
62458,9,15,15,0
62459,12,17,6,13
62460,11,14,4,3
62461,5,2,17,0
62462,6,5,5,0
62463,12,8,7,13
62464,11,9,9,10
62465,17,8,13,0
62466,8,8,2,12
62467,12,8,2,12
62468,0,2,14,1
62469,5,16,12,0
62470,14,3,12,13
62471,5,4,12,0
62472,3,13,4,13
62473,16,13,10,16
62474,1,1,7,3
62475,9,10,16,11
62476,12,7,8,13
62477,6,5,3,6
62478,8,16,12,17
62479,4,17,15,0
62480,17,10,2,0
62481,7,3,8,8
62482,2,11,15,0
62483,3,5,10,13
62484,17,15,16,0
62485,5,4,13,0
62486,1,12,11,3
62487,2,17,2,0
62488,17,1,3,13
62489,16,15,5,0
62490,6,15,16,5
62491,9,10,14,10
62492,0,2,1,14
62493,17,3,2,0
62494,2,10,11,5
62495,11,7,8,3
62496,5,2,13,0
62497,13,12,0,1
62498,17,6,10,8
62499,6,13,11,5
62500,9,7,14,10
62501,1,5,15,0
62502,15,4,13,0
62503,8,14,12,17
62504,0,1,16,13
62505,3,12,10,13
62506,12,13,15,4
62507,11,10,11,3
62508,15,9,17,0
62509,10,2,11,11
62510,17,6,5,10
62511,3,11,5,14
62512,3,12,16,13
62513,9,1,1,3
62514,11,7,17,10
62515,13,1,17,2
62516,12,11,5,14
62517,11,3,2,5
62518,16,11,6,5
62519,9,11,13,5
62520,0,9,9,10
62521,5,13,0,1
62522,1,3,3,13
62523,13,11,14,1
62524,10,5,17,0
62525,13,0,12,1
62526,5,15,13,0
62527,8,1,15,12
62528,12,13,17,13
62529,6,16,14,5
62530,12,11,5,14
62531,15,5,3,0
62532,5,7,3,10
62533,6,3,6,5
62534,9,16,11,16
62535,0,13,8,1
62536,0,9,0,1
62537,15,8,9,0
62538,3,5,11,14
62539,5,17,14,10
62540,3,13,0,13
62541,1,11,3,5
62542,11,10,0,14
62543,15,13,8,0
62544,11,10,15,11
62545,13,9,7,10
62546,6,7,10,8
62547,0,10,4,1
62548,13,1,14,2
62549,0,2,8,12
62550,17,2,2,0
62551,8,4,2,12
62552,0,4,5,14
62553,12,4,6,13
62554,4,16,6,16
62555,7,10,16,8
62556,16,3,7,13
62557,8,6,7,8
62558,15,13,14,1
62559,3,11,9,3
62560,17,7,0,10
62561,13,1,15,2
62562,13,11,8,5
62563,3,14,1,13
62564,17,12,1,13
62565,16,0,10,16
62566,10,13,16,11
62567,1,13,10,2
62568,5,4,8,17
62569,9,7,8,10
62570,11,6,14,5
62571,9,6,9,10
62572,3,17,15,0
62573,17,11,17,0
62574,4,2,9,15
62575,6,2,5,0
62576,4,17,11,16
62577,16,14,10,16
62578,4,17,8,16
62579,16,8,8,12
62580,16,12,2,16
62581,14,9,9,10
62582,17,2,1,0
62583,17,9,12,13
62584,2,8,5,0
62585,5,9,13,10
62586,11,2,11,5
62587,11,2,17,0
62588,5,17,17,0
62589,2,5,13,0
62590,3,2,7,15
62591,5,9,5,10
62592,1,13,5,2
62593,15,10,4,11
62594,2,14,15,0
62595,2,17,7,0
62596,16,4,17,16
62597,7,11,6,8
62598,2,7,6,5
62599,6,0,12,13
62600,6,7,4,8
62601,13,11,9,5
62602,3,4,9,13
62603,15,5,13,0
62604,5,9,17,10
62605,1,7,5,10
62606,3,10,11,11
62607,6,11,3,5
62608,9,13,12,1
62609,7,0,12,13
62610,13,1,9,2
62611,13,13,11,5
62612,8,17,14,10
62613,16,14,10,16
62614,9,14,11,10
62615,10,4,10,11
62616,2,2,9,0
62617,13,14,8,1
62618,14,4,3,13
62619,1,1,3,2
62620,9,15,17,0
62621,12,3,6,13
62622,0,9,9,10
62623,2,5,4,0
62624,17,16,10,0
62625,12,14,12,13
62626,12,4,5,13
62627,3,11,4,3
62628,10,0,15,11
62629,0,14,13,1
62630,4,6,13,5
62631,12,10,2,4
62632,8,3,8,12
62633,7,12,8,13
62634,6,13,7,5
62635,10,14,16,4
62636,9,6,2,5
62637,16,6,8,16
62638,9,11,8,3
62639,8,3,0,13
62640,15,3,9,0
62641,5,9,9,10
62642,13,8,8,12
62643,10,0,16,11
62644,3,5,10,13
62645,13,4,9,1
62646,5,10,13,0
62647,13,11,8,5
62648,13,0,17,1
62649,5,11,14,14
62650,7,2,10,8
62651,13,1,3,2
62652,11,15,2,5
62653,1,11,12,3
62654,14,12,13,1
62655,4,17,13,16
62656,11,9,15,14
62657,11,14,1,3
62658,6,17,6,5
62659,4,15,4,15
62660,7,15,7,15
62661,9,1,15,3
62662,3,6,11,5
62663,11,17,1,3
62664,7,17,12,13
62665,13,6,0,1
62666,13,9,0,1
62667,12,3,6,13
62668,9,15,16,0
62669,13,3,8,1
62670,4,7,12,15
62671,2,12,16,0
62672,8,2,0,12
62673,1,1,12,3
62674,11,9,17,10
62675,16,5,9,10
62676,0,7,16,1
62677,9,2,3,10
62678,8,10,15,11
62679,4,13,0,1
62680,15,7,10,11
62681,12,14,17,13
62682,7,1,5,10
62683,0,2,0,14
62684,4,12,8,16
62685,11,3,1,14
62686,17,5,3,0
62687,2,15,7,0
62688,4,16,11,16
62689,2,13,13,5
62690,13,11,9,5
62691,17,2,0,0
62692,17,14,10,10
62693,3,14,15,13
62694,4,10,14,16
62695,5,3,2,0
62696,16,17,3,13
62697,17,2,9,0
62698,1,13,3,2
62699,5,5,8,17
62700,17,0,6,13
62701,15,14,5,14
62702,3,13,11,5
62703,7,15,13,15
62704,6,17,13,5
62705,2,0,13,1
62706,11,15,3,14
62707,2,2,9,0
62708,15,14,11,14
62709,14,9,9,10
62710,2,11,17,0
62711,5,4,13,0
62712,14,3,6,13
62713,15,12,7,0
62714,7,2,16,15
62715,4,16,12,16
62716,10,0,16,11
62717,4,9,13,15
62718,3,2,5,0
62719,12,3,17,13
62720,2,4,4,15
62721,6,6,3,5
62722,0,7,14,1
62723,10,8,3,4
62724,9,9,3,10
62725,4,9,15,15
62726,9,7,11,10
62727,7,11,5,14
62728,7,9,2,10
62729,1,4,4,15
62730,17,15,3,0
62731,8,2,16,12
62732,12,1,16,13
62733,13,13,7,1
62734,16,3,11,16
62735,16,14,13,1
62736,1,2,16,0
62737,5,13,17,0
62738,8,2,14,17
62739,5,17,8,0
62740,17,11,17,0
62741,0,11,12,14
62742,0,0,12,13
62743,15,13,11,5
62744,4,11,3,16
62745,9,4,13,15
62746,16,5,13,16
62747,12,6,14,13
62748,10,8,11,11
62749,12,0,6,13
62750,8,4,13,17
62751,1,4,8,3
62752,11,4,4,15
62753,17,12,7,13
62754,14,4,15,1
62755,6,9,7,8
62756,2,1,14,2
62757,0,10,13,1
62758,8,5,12,17
62759,13,16,2,5
62760,13,12,14,1
62761,4,11,10,16
62762,13,9,12,1
62763,8,5,0,14
62764,2,0,6,5
62765,12,9,11,4
62766,0,10,0,1
62767,2,15,14,0
62768,12,12,13,13
62769,3,5,13,13
62770,11,12,14,13
62771,12,0,15,14
62772,10,8,7,8
62773,16,13,10,16
62774,13,15,16,1
62775,6,4,5,6
62776,11,10,4,3
62777,12,0,16,13
62778,7,0,14,10
62779,7,13,4,15
62780,7,17,8,10
62781,11,3,10,5
62782,3,13,17,13
62783,4,3,1,15
62784,1,6,15,5
62785,0,15,15,14
62786,4,11,9,7
62787,14,4,15,1
62788,9,0,0,1
62789,6,0,11,14
62790,16,7,12,13
62791,4,14,15,15
62792,10,14,17,10
62793,10,8,0,11
62794,1,10,6,8
62795,7,3,7,10
62796,5,12,17,0
62797,7,7,13,10
62798,15,5,12,0
62799,8,0,3,13
62800,9,0,2,10
62801,0,7,3,13
62802,0,11,13,1
62803,6,16,3,5
62804,9,15,15,0
62805,8,2,12,12
62806,8,7,3,12
62807,0,2,4,15
62808,7,15,7,15
62809,13,14,7,1
62810,2,10,17,0
62811,6,10,11,5
62812,12,10,1,4
62813,2,15,17,0
62814,2,8,14,17
62815,17,14,0,13
62816,1,14,15,2
62817,8,6,13,5
62818,10,16,2,11
62819,5,13,15,0
62820,3,7,11,8
62821,12,3,4,13
62822,4,17,13,16
62823,16,3,12,13
62824,12,0,9,13
62825,16,1,16,16
62826,7,0,3,13
62827,0,6,7,8
62828,1,6,10,8
62829,16,1,10,16
62830,14,7,6,10
62831,12,3,15,13
62832,8,12,6,17
62833,9,16,14,16
62834,6,4,9,5
62835,2,16,1,11
62836,4,6,13,5
62837,0,5,14,1
62838,0,17,5,13
62839,9,4,17,10
62840,4,9,8,12
62841,2,8,0,12
62842,11,13,4,5
62843,7,6,15,8
62844,0,11,14,1
62845,10,15,10,11
62846,17,8,9,10
62847,17,1,10,10
62848,3,15,13,0
62849,0,3,4,13
62850,15,15,5,0
62851,12,11,15,14
62852,5,2,3,0
62853,9,3,14,10
62854,15,16,14,14
62855,4,11,2,5
62856,14,4,8,17
62857,3,6,8,13
62858,0,0,0,1
62859,9,4,12,16
62860,3,6,1,13
62861,15,14,9,10
62862,8,14,17,10
62863,15,6,16,11
62864,12,12,3,13
62865,5,15,6,14
62866,15,1,10,11
62867,15,17,15,0
62868,14,16,13,1
62869,9,7,17,10
62870,14,15,8,17
62871,3,9,7,10
62872,17,3,9,10
62873,7,3,14,10
62874,5,14,2,10
62875,1,12,4,3
62876,12,14,7,13
62877,12,13,7,13
62878,15,1,15,11
62879,16,1,5,16
62880,10,16,14,4
62881,15,4,1,11
62882,16,12,7,13
62883,0,14,10,1
62884,11,17,9,10
62885,11,2,11,5
62886,1,17,8,3
62887,10,12,13,4
62888,16,14,2,16
62889,2,0,2,12
62890,0,4,15,14
62891,8,17,5,0
62892,3,15,7,0
62893,0,9,2,14
62894,7,12,2,15
62895,13,5,8,17
62896,0,2,10,11
62897,15,10,1,11
62898,6,15,9,5
62899,1,3,14,2
62900,16,4,7,15
62901,3,2,7,15
62902,16,3,11,16
62903,11,1,13,2
62904,10,12,14,4
62905,9,13,6,5
62906,2,10,16,11
62907,3,4,1,13
62908,2,11,5,0
62909,9,10,15,11
62910,7,17,8,10
62911,12,15,13,4
62912,17,0,9,10
62913,5,12,3,13
62914,7,2,2,15
62915,16,1,3,16
62916,0,7,5,14
62917,11,5,6,14
62918,2,12,5,0
62919,17,0,10,13
62920,1,3,6,13
62921,17,11,4,0
62922,1,5,1,3
62923,14,8,7,17
62924,16,6,17,16
62925,17,6,17,10
62926,6,7,14,8
62927,10,16,16,16
62928,13,1,6,2
62929,7,16,1,8
62930,0,13,4,1
62931,6,6,8,5
62932,7,15,12,0
62933,13,6,0,1
62934,15,8,15,0
62935,3,9,5,10
62936,7,7,6,8
62937,1,3,14,2
62938,11,16,4,16
62939,15,17,4,0
62940,1,10,11,3
62941,4,13,7,15
62942,14,5,12,13
62943,15,7,12,0
62944,11,15,17,0
62945,16,4,6,16
62946,9,1,8,3
62947,3,15,13,0
62948,13,2,3,5
62949,1,9,12,3
62950,2,0,12,13
62951,17,0,16,13
62952,16,14,2,16
62953,13,2,14,5
62954,17,0,10,13
62955,9,4,6,15
62956,17,11,15,0
62957,7,13,16,8
62958,1,13,15,2
62959,10,14,10,4
62960,5,1,5,10
62961,17,9,11,10
62962,3,11,12,3
62963,2,9,1,12
62964,0,8,9,1
62965,2,9,7,15
62966,12,3,2,13
62967,13,1,8,2
62968,14,0,8,1
62969,9,7,13,10
62970,5,15,12,0
62971,0,17,15,0
62972,3,1,8,13
62973,6,12,13,5
62974,6,14,9,10
62975,2,11,6,5
62976,9,0,8,1
62977,13,0,6,1
62978,11,2,4,5
62979,9,0,13,1
62980,3,8,3,13
62981,5,12,15,0
62982,12,12,11,4
62983,17,0,15,14
62984,1,11,14,3
62985,8,0,17,13
62986,7,8,14,17
62987,1,3,17,13
62988,10,6,8,8
62989,4,16,8,16
62990,7,17,12,13
62991,5,10,9,10
62992,17,0,0,13
62993,16,14,15,16
62994,17,5,14,10
62995,17,14,15,0
62996,2,12,9,0
62997,0,6,6,5
62998,2,8,7,12
62999,4,9,16,7
63000,16,13,9,7
63001,7,12,14,13
63002,3,7,14,13
63003,0,2,14,1
63004,4,9,1,15
63005,13,10,16,1
63006,8,11,8,12
63007,3,7,6,8
63008,2,11,8,5
63009,10,16,1,11
63010,13,13,0,1
63011,17,11,4,0
63012,6,13,3,5
63013,10,16,6,8
63014,9,10,8,11
63015,12,1,13,2
63016,12,8,3,13
63017,7,16,0,16
63018,4,5,8,17
63019,13,10,5,1
63020,10,8,5,17
63021,7,15,3,15
63022,8,10,2,12
63023,10,1,2,11
63024,2,5,13,0
63025,5,14,8,17
63026,8,5,16,17
63027,4,15,5,0
63028,7,4,1,15
63029,11,11,4,3
63030,10,10,15,11
63031,8,6,13,5
63032,3,5,14,13
63033,11,3,9,5
63034,12,0,15,14
63035,2,11,0,14
63036,15,4,4,15
63037,0,17,17,13
63038,16,6,15,16
63039,0,9,15,14
63040,11,6,2,5
63041,1,12,11,3
63042,9,7,14,10
63043,13,0,6,1
63044,12,13,5,13
63045,4,6,2,15
63046,9,13,7,10
63047,14,0,8,1
63048,13,17,10,1
63049,13,17,1,2
63050,17,1,9,10
63051,17,1,8,13
63052,3,10,10,11
63053,15,12,8,0
63054,13,10,0,1
63055,3,17,10,13
63056,5,16,13,0
63057,3,0,4,13
63058,0,10,1,13
63059,16,16,17,16
63060,5,6,14,10
63061,4,11,3,16
63062,12,0,16,13
63063,15,5,5,0
63064,9,7,14,10
63065,5,12,10,4
63066,16,12,6,16
63067,7,7,0,10
63068,5,1,7,10
63069,5,17,3,0
63070,8,0,1,12
63071,10,6,12,4
63072,6,10,12,4
63073,14,13,9,1
63074,4,6,3,15
63075,2,15,9,0
63076,9,9,1,10
63077,12,13,15,4
63078,5,7,6,10
63079,9,9,12,10
63080,8,5,7,17
63081,15,3,13,0
63082,13,5,5,0
63083,5,12,10,4
63084,17,1,8,13
63085,16,5,14,10
63086,13,12,13,1
63087,2,1,8,12
63088,7,7,3,10
63089,1,16,13,2
63090,13,9,10,1
63091,7,12,4,15
63092,12,6,0,13
63093,13,6,10,5
63094,12,7,3,13
63095,10,16,0,11
63096,1,7,10,8
63097,12,0,14,13
63098,3,11,16,3
63099,4,8,8,12
63100,15,2,4,0
63101,2,4,11,5
63102,15,1,14,2
63103,14,5,9,10
63104,5,4,3,0
63105,7,9,8,10
63106,13,17,5,0
63107,2,4,3,15
63108,8,10,10,11
63109,1,13,2,5
63110,8,12,1,13
63111,12,1,5,13
63112,17,5,15,0
63113,14,0,1,13
63114,0,9,2,14
63115,10,3,1,4
63116,7,0,8,1
63117,9,17,8,10
63118,0,4,7,15
63119,3,8,6,13
63120,1,9,1,3
63121,9,8,5,17
63122,6,10,13,5
63123,11,13,15,5
63124,1,0,2,14
63125,8,11,11,3
63126,12,12,0,13
63127,2,16,17,0
63128,14,3,16,13
63129,11,12,6,5
63130,5,7,0,10
63131,6,9,13,5
63132,13,12,15,1
63133,4,9,11,7
63134,3,4,8,13
63135,0,10,0,1
63136,1,3,7,2
63137,1,4,16,16
63138,1,7,13,2
63139,12,7,16,13
63140,6,14,3,13
63141,17,12,8,13
63142,13,4,3,1
63143,7,11,17,10
63144,1,2,16,0
63145,15,11,7,14
63146,4,3,3,13
63147,9,2,4,15
63148,6,11,17,5
63149,0,2,7,15
63150,12,16,6,13
63151,4,17,14,10
63152,11,11,2,5
